Subject Code,Prerequisites,Corequisites,Non-allowed Subjects
PSYC90039,Prerequisites Admission into one of the following: Admission into or selection of one of the following: 527CN Master of Psychology (Clinical Neuropsychology) 080CN Master of Psychology (Clinical Neuropsychology)/Doctor of Philosophy AND Code Name Teaching period Credit Points PSYC90031 Adult Psychopathology Summer Term (On Campus - Parkville) 6.25,All ofCodeNameTeaching periodCredit PointsPSYC90006Basic InterventionsSemester 1 (On Campus - Parkville)6.25PSYC90008Ethics and Professional IssuesMarch (On Campus - Parkville)6.25PSYC90032Adult Neuropsychological DisordersYear Long (On Campus - Parkville)12.5,
ABPL90438,Prerequisites One of Code Name Teaching period Credit Points ABPL90142 Master of Architecture Studio C No longer available ABPL90437 Design Studio C Semester 2 (Early-Start) (On Campus - Parkville) Summer Term (On Campus - Parkville) Semester 1 (Early-Start) (On Campus - Parkville) 25,None,ABPL90143 Master of Architecture Studio D
EDUC20085,Prerequisites None,None,None
PUBL90020,Prerequisites Code Name Teaching period Credit Points PUBL90002 Editorial English Semester 2 (Dual-Delivery - Parkville) Semester 1 (Dual-Delivery - Parkville) 12.5,None,None
MAST20034,Prerequisites One Of Code Name Teaching period Credit Points MAST10010 Data Analysis Semester 2 (On Campus - Parkville) 12.5 MAST20031 Analysis of Biological Data Semester 1 (On Campus - Parkville) 12.5 MAST20005 Statistics Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 ECON10005 Quantitative Methods 1 Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 ECOM20001 Econometrics 1 Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MAST10024 Mathematics & Statistics for Biomedicine Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 MAST10011 Experimental Design and Data Analysis No longer available MAST20005 may be taken concurrently.,None,None
MECM30016,Prerequisites None,None,None
VETS30017,"Prerequisites Permission of the Faculty of Science is required to enrol into this subject. Enrolment is limited to BSc students who have been selected into the Veterinary Bioscience major, leading to articulation into the Doctor of Veterinary Medicine. AND All of Code Name Teaching period Credit Points VETS30016 Veterinary Bioscience: Digestive System Semester 1 (On Campus - Parkville) 12.5 VETS30029 Veterinary Bioscience: Cells to Systems Semester 1 (On Campus - Parkville) 12.5 VETS30030 Introduction to Professional Practice Semester 1 (On Campus - Parkville) 12.5 VETS30031 Animal Production Systems 1 Semester 1 (On Campus - Parkville) 12.5",Students must also be enrolled inCodeNameTeaching periodCredit PointsVETS30014Veterinary Bioscience: Cardiovasc SystemSemester 2 (On Campus - Parkville)12.5VETS30018Veterinary Bioscience:Respiratory SystemSemester 2 (On Campus - Parkville)12.5VETS30032Animal Production Systems 2Semester 2 (On Campus - Parkville)12.5,None
CULS90004,Prerequisites None,None,None
PUBL90023,Prerequisites Code Name Teaching period Credit Points PUBL90022 Publishing and Communications Thesis Pt1 Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 18.75,None,PUBL90017 Publishing and Communications Thesis
LAWS50063,Prerequisites All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5,None,None
MEDS90043,Prerequisites Code Name Teaching period Credit Points MEDS90004 Principles of Clinical Practice 2 Year Long (Extended) (On Campus - Parkville) 81.25,None,None
BUSA90273,"Prerequisites Prerequisite Option 1 87.5 credit points from Code Name Teaching period Credit Points BUSA90480 Leadership September (On Campus - Parkville) April (On Campus - Parkville) Summer Term (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) 6.25 BUSA90481 Managerial Ethics & Business Environment April (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) Summer Term (On Campus - Parkville) 6.25 BUSA90060 Data Analysis January (On Campus - Parkville) July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90224 Managing People April (On Campus - Parkville) January (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 BUSA90243 Marketing September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90001 Financial Accounting September (On Campus - Parkville) April (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90193 Managerial Economics September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90093 Finance September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 AND 25 credit points from Code Name Teaching period Credit Points BUSA90026 Business Strategy July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) April (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90227 Operations April (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 Note: these subjects may be taken concurrently (at the same time) OR Option 2 106.25 credit points from Code Name Teaching period Credit Points BUSA90482 General Management 1 September (On Campus - Parkville) 62.5 BUSA90483 General Management 2 January (On Campus - Parkville) 43.75 AND 25 credit points from Code Name Teaching period Credit Points BUSA90026 Business Strategy July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) April (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90227 Operations April (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 OR Option 3 Admission into one of the following: MC-ENTRPSP Master of Entrepreneurship, MC-ETRENH Master of Entrepreneurship (Enhanced)",None,None
ORAL10003,Prerequisites None,CodeNameTeaching periodCredit PointsORAL10005Oral Health Practice 1Year Long (On Campus - Parkville)37.5,None
BUSA90261,Prerequisites All of Code Name Teaching period Credit Points BUSA90001 Financial Accounting September (On Campus - Parkville) April (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90026 Business Strategy July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) April (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90060 Data Analysis January (On Campus - Parkville) July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90074 Global Business Economics July (On Campus - Parkville) 12.5 BUSA90093 Finance September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90193 Managerial Economics September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90224 Managing People April (On Campus - Parkville) January (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 BUSA90227 Operations April (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 BUSA90243 Marketing September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90480 Leadership September (On Campus - Parkville) April (On Campus - Parkville) Summer Term (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) 6.25 BUSA90481 Managerial Ethics & Business Environment April (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) Summer Term (On Campus - Parkville) 6.25,None,None
BUSA90013,"Prerequisites Option 1 87.5 credit points from Code Name Teaching period Credit Points BUSA90480 Leadership September (On Campus - Parkville) April (On Campus - Parkville) Summer Term (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) 6.25 BUSA90481 Managerial Ethics & Business Environment April (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) Summer Term (On Campus - Parkville) 6.25 BUSA90060 Data Analysis January (On Campus - Parkville) July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90224 Managing People April (On Campus - Parkville) January (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 BUSA90243 Marketing September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90193 Managerial Economics September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90093 Finance September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90001 Financial Accounting September (On Campus - Parkville) April (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) 12.5 AND Note: these subjects may be taken concurrently (at the same time) 25 credit points from Code Name Teaching period Credit Points BUSA90026 Business Strategy July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) April (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90227 Operations April (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 OR Option 2 Admission into one of the following: MC-ENTRPSP Master of Entrepreneurship, MC-ETRENH Master of Entrepreneurship (Enhanced) OR Option 3 106.25 credit points from Code Name Teaching period Credit Points BUSA90482 General Management 1 September (On Campus - Parkville) 62.5 BUSA90483 General Management 2 January (On Campus - Parkville) 43.75 AND Note: these subjects may be taken concurrently (at the same time) 25 credit points from Code Name Teaching period Credit Points BUSA90026 Business Strategy July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) April (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90227 Operations April (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5",None,None
BUSA90229,Prerequisites Code Name Teaching period Credit Points BUSA90059 Data Analytics for Decision Making Summer Term (Online) September (Online) 12.5 No longer available BUSA90552 Business Essentials September (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) Summer Term (Online) July (On Campus - Parkville) 12.5,,
LAWS90107,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5,None,None
BUSA90126,Prerequisites None,None,None
LAWS50046,Prerequisites All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points LAWS50030 Property Semester 1 (On Campus - Parkville) 12.5,None,None
AHIS40022,Prerequisites Subject coordinator approval is required to enrol in this subject.,None,CodeNameTeaching periodCredit PointsAHIS30002Studying Contemporary Art AbroadNot available in 202425
ARTS40001,Prerequisites None,,Students who have completed MULT50001 Research Principles and Practices cannot undertake this subject
ARTS90032,Prerequisites None,One ofCodeNameTeaching periodCredit PointsACUR90009Art Curatorship Thesis Part 1Semester 2 (Extended) (On Campus - Parkville)Semester 1 (Extended) (On Campus - Parkville)18.75CWRI90015Creative Writing Thesis Part 1Semester 2 (On Campus - Parkville)Semester 1 (On Campus - Parkville)25JOUR90015Journalism Thesis Part 1Semester 2 (On Campus - Parkville)Semester 1 (On Campus - Parkville)18.75MECM90029Media and Communications Thesis Part 1Semester 1 (On Campus - Parkville)Semester 2 (On Campus - Parkville)18.75MECM90032Marketing Communications Thesis Part 1Semester 1 (On Campus - Parkville)Semester 2 (On Campus - Parkville)18.75,Students who have completed ARTS40001 Research Principles & Practices Honours or MULT50001 Research Principles and Practices cannot undertake this subject
FNCE90056,Prerequisites Admission into one of the following: MC-MGMTAFN Master of Management (Accounting and Finance) 150pt Program course entry point in the MC-MGMTFIN Master of Management (Finance) OR Code Name Teaching period Credit Points FNCE90060 Financial Management Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5,None,None
DENT90095,Prerequisites None,None,None
LAWS90197,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5,None,None
