Subject Code,Prerequisites
LAWS90059,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50030 Property Semester 1 (On Campus - Parkville) 12.5
MUSI30046,Prerequisites Code Name Teaching period Credit Points MUSI20061 Music Language 2: Chromaticism & Beyond Semester 2 (On Campus - Southbank) Summer Term (Online) 12.5
DENT90091,Prerequisites Code Name Teaching period Credit Points DENT90090 Oral Medicine 1 Year Long (On Campus - Parkville) 75
DENT90092,Prerequisites None
FNCE90013,"Prerequisites Admission into one of the following: MC-FINANCE Master of Finance, MC-FINENH Master of Finance (Enhanced) AND Completion of a minimum of 100 credit points of study, inclusive of All of Code Name Teaching period Credit Points ECON90033 Quantitative Analysis of Finance I Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 ECON90034 Economics of Finance Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 FNCE90047 Financial Markets and Instruments Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points ACCT90002 Financial Statement Analysis Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 ACCT90004 Accounting for Decision Making Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5"
MECM90026,Prerequisites Admission into the MC-MKTCOMM Master of Marketing Communications
MGMT90256,Prerequisites Admission into one of the following: PR-SCM Professional Certificate in Supply Chain Management MC-SCM150 Master of Supply Chain Management OR Approval of Subject Coordinator Note when seeking Subject Coordinator approval you will need to meet the following criteria: An undergraduate degree or equivalent; A minimum of at least 3 years of full-time documented relevant professional experience;  OR  professional experience of at least 5 years of full-time documented relevant work experience.
FNCE90002,Prerequisites Admission into the MC-COMFIN Master of Commerce (Finance)
ACTL10001,Prerequisites One of Code Name Teaching period Credit Points MAST10007 Linear Algebra Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MAST10008 Accelerated Mathematics 1 Semester 1 (On Campus - Parkville) 12.5 MAST10021 Calculus 2: Advanced Semester 2 (On Campus - Parkville) 12.5 MAST10022 Linear Algebra: Advanced Semester 1 (On Campus - Parkville) 12.5 MAST10013 UMEP Mathematics for High Achieving Students Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points MAST10006 Calculus 2 Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 MAST10009 Accelerated Mathematics 2 Semester 2 (On Campus - Parkville) 12.5 MAST10021 Calculus 2: Advanced Semester 2 (On Campus - Parkville) 12.5
LING30007,Prerequisites None
ANCW20022,Prerequisites None
JAPN10009,"Prerequisites Code Name Teaching period Credit Points JAPN10010 Variation in Japanese Language Semester 1 (On Campus - Parkville) 12.5 OR All students enrolling in Japanese for the first time are required to complete the online language questionnaire/placement test at the link below. This applies to all students, from total beginners through to formal study, such as VCE or equivalent, or informally through family or overseas travel.
Upon completion of the placement test, students will receive an email with the outcome and entry point. Within 5 working days of receiving the email, study plans will be updated and students will be able to self-enrol into the first subject of their entry point. The results of the test are binding and enrolment can only be changed with approval from the coordinator of the language major. Link It is recommended that students undertake the language placement test at least two weeks prior to the commencement of semester"
CHIN10002,"Prerequisites One of Code Name Teaching period Credit Points CHIN10001 Chinese 9 Semester 1 (On Campus - Parkville) 12.5 CHIN20012 Chinese 9 Semester 1 (On Campus - Parkville) 12.5 OR All students enrolling in Chinese for the first time are required to complete the online language questionnaire/placement test at the link below. This applies to all students, from total beginners through to formal study, such as VCE or equivalent, or informally through family or overseas travel.
Upon completion of the placement test, students will receive an email with the outcome and entry point. Within 5 working days of receiving the email, study plans will be updated and students will be able to self-enrol into the first subject of their entry point. The results of the test are binding and enrolment can only be changed with approval from the coordinator of the language major. Link It is recommended that students undertake the language placement test at least two weeks prior to the commencement of semester."
MUSI20208,Prerequisites None
BIOL30001,Prerequisites A minimum of 25 credit points from Code Name Teaching period Credit Points BCMB20002 Biochemistry and Molecular Biology Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 BIOM20001 Molecular and Cellular Biomedicine Semester 1 (On Campus - Parkville) 25 BIOM20002 Human Structure and Function Semester 2 (On Campus - Parkville) 25 CEDB20003 Fundamentals of Cell Biology Semester 1 (On Campus - Parkville) 12.5 GENE20001 Foundations of Genetics and Genomics Semester 1 (On Campus - Parkville) 12.5 MAST20031 Analysis of Biological Data Semester 1 (On Campus - Parkville) 12.5 PHYS20008 Human Physiology Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 PHYS20009 Research-Based Physiology Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 ZOOL20005 Animal Structure and Function Semester 1 (On Campus - Parkville) 12.5 ZOOL20006 Comparative Animal Physiology Semester 2 (On Campus - Parkville) 12.5 Students with equivalent alternative backgrounds should discuss their options with the coordinator.
ECON30008,Prerequisites All of Code Name Teaching period Credit Points ECON20001 Intermediate Macroeconomics Semester 2 (On Campus - Parkville) 12.5 ECON20002 Intermediate Microeconomics Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5
EDUC20077,Prerequisites
LING20009,Prerequisites None
PUBL90019,"Prerequisites Admission into one of the following: GDA-PUBCOM Graduate Diploma in Publishing and Communications (Advanced), MC-PUBCOM Master of Publishing and Communications, D01LF Master of Creative Writing, Publishing and Editing"
PUBL90022,"Prerequisites Students must meet all of the following prerequisite requirements: Admission into or selection of one of the following: MC-PUBCOM Master of Publishing and Communications To be eligible to enrol in the minor thesis, all students must submit a 300 word thesis proposal on a relevant topic for approval by the course coordinator at least 2 weeks prior to the semester of enrolment in the thesis. To be admitted into the minor thesis, students must be in the final 100 points of their degree, with weighted average mark of H2A (75%) from the most recent 50 points (or equivalent) of prior study. Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points ARTS90032 Research Principles & Practices Graduate Semester 2 (Early-Start) (Dual-Delivery - Parkville) Semester 1 (Early-Start) (Dual-Delivery - Parkville) 12.5 This subject is a capstone in the Master of Publishing and Communication program and is not available to Community Access Program (CAP), Inbound Exchange/Study Abroad or Incoming Cross-institutional students"
MAST20034,Prerequisites One Of Code Name Teaching period Credit Points MAST10010 Data Analysis Semester 2 (On Campus - Parkville) 12.5 MAST20031 Analysis of Biological Data Semester 1 (On Campus - Parkville) 12.5 MAST20005 Statistics Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 ECON10005 Quantitative Methods 1 Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 ECOM20001 Econometrics 1 Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MAST10024 Mathematics & Statistics for Biomedicine Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 MAST10011 Experimental Design and Data Analysis No longer available MAST20005 may be taken concurrently.
MGMT90273,Prerequisites None
MECM30016,Prerequisites None
CULS90004,Prerequisites None
LAWS50128,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5
LAWS90189,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5 AND 50 credit points from Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50030 Property Semester 1 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 LAWS50032 Administrative Law Semester 1 (On Campus - Parkville) 12.5 LAWS50033 Equity and Trusts Semester 2 (On Campus - Parkville) 12.5 LAWS50034 Criminal Law and Procedure Semester 2 (On Campus - Parkville) 12.5 LAWS50035 Corporations Law Semester 2 (On Campus - Parkville) 12.5 LAWS50036 Remedies November (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 LAWS50037 Evidence and Proof Semester 1 (On Campus - Parkville) July (On Campus - Parkville) 12.5 LAWS50039 Legal Research Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5
PSYC90124,"Prerequisites Admission into the MC-AP Master of Applied Psychology Students who are not enrolled in the Master of Applied Psychology but who wish to enrol in this subject, must seek permission from the Course Coordinator for the Master of Applied Psychology (details in the course's Handbook entry). In order to be considered, students must have completed an accredited psychology major as part of their undergraduate degree or equivalent."
BUSA90042,Prerequisites Pre-requisite Code Name Teaching period Credit Points BUSA90480 Leadership September (On Campus - Parkville) April (On Campus - Parkville) Summer Term (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) 6.25 BUSA90481 Managerial Ethics & Business Environment April (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) Summer Term (On Campus - Parkville) 6.25 BUSA90060 Data Analysis January (On Campus - Parkville) July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90224 Managing People April (On Campus - Parkville) January (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 BUSA90093 Finance September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90193 Managerial Economics September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90001 Financial Accounting September (On Campus - Parkville) April (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90243 Marketing September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90227 Operations April (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 BUSA90026 Business Strategy July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) April (On Campus - Parkville) January (On Campus - Parkville) 12.5 AND Code Name Teaching period Credit Points BUSA90026 Business Strategy July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) April (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90227 Operations April (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 AND BUSA90026 or BUSA90227 can be done concurrently with the subject
LAWS90260,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5
